0.000000	49.278901	101.343099	154.212147	206.630789
0.200401	49.620165	101.157386	155.525785	198.174494
0.400802	45.419518	99.968907	172.021402	196.175438
0.601202	56.134068	107.539151	158.128746	198.408127
0.801603	53.000118	104.089149	174.569409	201.282392
1.002004	61.045284	106.130452	198.978978	206.210163
1.202405	63.795339	106.998835	155.958250	196.330098
1.402806	53.102537	114.205492	161.966799	202.949486
1.603206	51.106962	116.381676	163.641584	202.164094
1.803607	52.926465	105.644390	155.042393	206.531703
2.004008	63.234829	108.043122	156.255131	200.958540
2.204409	53.936520	114.333132	161.160979	204.539855
2.404810	49.686593	111.360073	165.162374	214.022886
2.605210	61.708547	106.626935	162.398032	214.985968
2.805611	55.776876	103.146880	167.463734	208.366204
3.006012	62.094915	89.205766	176.927531	211.997864
3.206413	58.844092	107.121813	152.849730	213.904547
3.406814	57.961362	108.005203	171.899580	209.794116
3.607214	59.993066	105.986170	172.439663	198.948561
3.807615	61.052234	108.596638	157.271442	206.582265
4.008016	64.151343	105.472519	169.515932	217.269568
4.208417	61.652866	105.554258	153.999001	213.363506
4.408818	59.293122	102.380076	161.030579	221.206414
4.609218	58.741846	104.621457	161.726535	209.832045
4.809619	61.602804	89.213196	160.662012	207.961471
5.010020	62.232078	97.993812	164.760404	207.195162
5.210421	57.066853	96.739969	157.779279	212.125263
5.410822	54.629622	100.197893	153.789367	202.178379
5.611222	59.317005	98.050058	168.433439	211.969517
5.811623	51.749999	100.768483	170.439835	214.338764
6.012024	56.240365	91.315959	158.528225	216.851648
6.212425	62.350828	92.282325	157.585532	203.450694
6.412826	53.524734	89.928009	160.628571	203.224857
6.613226	63.030640	103.298861	164.568340	205.159898
6.813627	59.644592	92.131809	155.844278	212.670683
7.014028	62.730181	94.868537	171.835236	202.915815
7.214429	52.665504	97.390915	165.693419	205.453547
7.414830	53.394309	101.239993	140.981375	207.868693
7.615230	50.230106	98.276009	158.121424	197.013394
7.815631	50.474819	98.359792	148.389687	209.934267
8.016032	46.469530	98.314137	156.475168	204.282582
8.216433	51.075619	91.663669	155.884269	197.959881
8.416834	48.980500	96.337544	151.608305	197.928807
8.617234	57.031343	100.936769	142.473659	198.091623
8.817635	58.732349	98.492971	150.300120	189.384636
9.018036	59.295598	91.118873	153.836805	188.129369
9.218437	45.716709	92.070301	150.234396	197.170171
9.418838	55.812361	93.852706	140.859101	232.031905
9.619238	55.320519	117.362313	152.668964	197.056866
9.819639	49.889938	105.918544	158.842178	185.872652
10.020040	51.563818	98.000963	134.998701	188.922020
10.220441	52.748272	107.666015	149.828684	183.125617
10.420842	48.156545	100.861061	150.844107	190.997893
10.621242	51.854398	105.395048	148.836988	188.457806
10.821643	53.713449	106.611133	146.586451	190.319860
11.022044	45.799456	106.706369	144.319691	186.448444
11.222445	48.969148	104.296530	135.898764	187.946687
