0.000000	72.654850	88.043614	187.983315	167.749234
0.100100	39.007815	106.493056	224.064822	85.706553
0.200200	66.908805	101.503287	147.102884	187.117427
0.300300	53.446490	105.669437	179.862790	196.029608
0.400400	43.662248	91.311192	195.980839	206.746526
0.500501	31.608841	108.024800	144.940511	176.175422
0.600601	68.506591	111.459800	159.486068	220.265735
0.700701	61.526180	84.055346	182.186622	247.774828
0.800801	47.925358	110.614481	229.415488	220.970200
0.900901	27.232301	109.916463	215.077917	238.840972
1.001001	61.356853	125.167107	215.482410	219.472778
1.101101	66.414312	113.672963	166.846066	208.406921
1.201201	59.665633	123.077975	184.440810	182.272448
1.301301	53.175317	91.995993	193.287741	208.575992
1.401401	47.314487	146.559981	164.964465	239.834987
1.501502	109.502000	121.216723	210.031787	207.383847
1.601602	71.132297	129.211303	199.546711	211.299988
1.701702	47.899599	139.721264	171.080502	225.586744
1.801802	64.529921	127.853073	198.511859	217.724465
1.901902	73.462792	136.850932	231.373102	250.389510
2.002002	67.646184	99.892031	191.812384	194.948822
2.102102	83.305574	133.418173	238.011175	227.285375
2.202202	63.458872	130.596605	191.926327	192.330401
2.302302	78.336599	130.228088	208.409636	248.443110
2.402402	87.708994	108.076756	175.411678	213.017381
2.502503	65.212849	135.092681	206.169368	246.171325
2.602603	53.524037	150.728900	242.176316	199.751847
2.702703	94.695345	132.473940	185.601963	185.650551
2.802803	35.810232	115.497087	214.259432	219.895861
2.902903	33.806674	148.786734	187.698645	202.905047
3.003003	104.738384	169.002893	198.678899	225.403984
3.103103	57.517923	98.794521	197.584421	244.792228
3.203203	96.873950	98.787425	232.403329	242.222058
3.303303	50.939099	140.316261	185.178098	244.688762
3.403403	98.415231	137.464391	202.246670	285.243329
3.503504	93.569712	127.008875	238.823743	233.415385
3.603604	45.690951	124.393177	151.634998	222.591695
3.703704	73.783798	139.885924	178.680870	205.590838
3.803804	81.142259	92.310996	220.229572	269.071481
3.903904	81.456880	151.385373	196.761714	215.471261
4.004004	87.238842	127.313851	229.968878	238.574690
4.104104	108.183176	104.569576	218.422315	230.412173
4.204204	101.902275	81.539053	169.982405	232.123203
4.304304	88.847561	95.276490	226.671337	208.076789
4.404404	121.407431	101.959694	92.208281	256.526853
4.504505	142.509251	124.843598	156.216631	245.843060
4.604605	107.058537	129.062019	185.753572	207.728544
4.704705	109.538551	174.557882	150.253852	250.507587
4.804805	111.884220	99.122662	209.608555	241.197055
4.904905	78.164273	95.981121	189.213554	273.718036
5.005005	109.889082	100.218495	248.929326	236.393821
5.105105	48.794330	100.967407	155.589050	287.747933
5.205205	54.062410	94.991624	233.722643	280.443672
5.305305	84.267690	115.632838	200.267638	239.219952
5.405405	98.082089	109.824839	239.175083	285.502907
5.505506	106.165920	61.385226	160.308578	190.636614
5.605606	135.818264	119.288451	245.515936	235.246829
5.705706	66.089600	86.672233	158.565059	244.306971
5.805806	119.687047	94.167067	233.107649	224.299477
5.905906	85.274651	74.253152	158.815892	256.609277
6.006006	91.255040	73.743888	162.815545	248.122791
6.106106	94.849347	67.652753	192.068273	232.582627
6.206206	97.882990	93.113989	174.838342	228.597300
6.306306	116.611326	93.425906	165.576553	237.876792
6.406406	67.222282	71.949581	183.955720	230.165949
6.506507	81.201050	94.391948	160.450979	238.866041
6.606607	95.253251	155.906162	194.929393	182.621925
6.706707	134.366519	56.136098	159.625948	202.517436
6.806807	75.757780	62.460217	189.383141	224.393524
6.906907	28.390037	88.992356	186.425828	177.699853
7.007007	78.640276	75.864818	202.797539	206.396570
7.107107	79.949798	67.919314	183.633886	217.019789
7.207207	61.100763	53.182494	201.410260	245.031374
7.307307	78.346698	75.940567	211.798743	199.891941
7.407407	75.359734	40.915820	175.137443	229.237951
7.507508	78.534567	66.519163	177.995427	243.982165
7.607608	42.102410	84.316220	213.037081	184.036704
7.707708	97.732317	84.660171	170.749308	199.213461
7.807808	109.322398	62.623935	188.433285	138.410565
7.907908	98.094440	69.072790	178.160290	168.974485
8.008008	76.161431	70.413489	155.417224	227.671420
8.108108	95.011395	86.681617	135.332205	184.347908
